id,gpt_4o_mini_status,llama_3_1_status,llama_3_7_status,gpt_4o_mini_type,llama_3_1_type,llama_3_7_type,verified
3bd1a3be-dd26-4eec-ba74-ec1baa16cfe9,processed,processed,processed,probate,probate,probate,True
8a536396-7601-4400-b9fb-dccd157746f5,processed,processed,processed,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,True
22b7f104-a956-4980-af2c-b0b7b5c455b8,processed,processed,processed,probate,probate,probate,True
d702acf7-b105-44f8-9293-2c93a6d7dffc,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
0f334874-1807-4026-baf6-9b24f88b8afe,processed,processed,processed,auctions,auctions,auctions,True
42e4d5d2-3917-4415-93d1-9ea667f7d447,processed,processed,processed,other,other,other,True
e48d6bc3-2697-4d0a-bc62-bc585f32c359,processed,processed,processed,other,other,other,True
02782572-c142-4a74-8b49-d621de3dfe92,processed,processed,processed,other,other,other,True
59f3ee12-1bfd-466b-957d-7d2900cf93ab,processed,processed,processed,other,other,other,True
96fcc214-e30d-456c-92a0-cea209b48bc3,processed,processed,processed,auctions,auctions,auctions,True
aca72b86-f4a4-4211-b217-3788895c36cb,processed,processed,processed,probate,probate,probate,True
5fb0da98-8e77-4709-8d05-6f56d334cb31,processed,processed,processed,probate,probate,probate,True
7120a284-0891-4fc3-9b29-b04626acfd9c,processed,processed,processed,probate,probate,probate,True
2694eb36-e7e9-4a75-967d-6bb08eac0037,processed,processed,processed,other,other,other,True
1b6ab391-d872-462b-b3ca-cbf279859a65,processed,processed,processed,probate,probate,probate,True
45415a8d-ffc8-45f1-9016-a1f0bee36792,manual_check,manual_check,manual_check,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
4e788880-b413-4133-9335-964be0644bc1,processed,processed,processed,other,other,other,True
79c36e56-d3bb-47bc-abd9-c721095052d7,processed,processed,processed,other,other,other,True
091fdfd5-b4cc-463d-ab45-7b927a651710,processed,processed,processed,probate,probate,probate,True
465d4468-d434-454a-94e0-dc0a56047a0d,processed,processed,processed,other,other,other,True
360b1a38-06ce-4071-9e6f-2dfa10f96bd2,processed,processed,processed,probate,probate,probate,True
ded177b4-dea6-401b-b4b0-5af3195d9058,processed,processed,processed,other,other,other,True
a24b33dc-3443-42ea-9a59-424ffc91b393,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
dcbc0a76-15d9-4edb-9cec-6e9e50b78c53,processed,processed,processed,probate,probate,probate,True
4f5c35ec-de61-449e-822f-a94422ddec2f,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
bb630ea2-7b3b-4fa3-8dc2-402bd3aabba6,processed,processed,processed,other,other,other,True
263df468-e9be-4b5b-a26f-2f94444e8a73,processed,processed,processed,other,other,other,True
798ecdd5-a121-4b3b-8cf8-97475dbfe36b,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
b3c707b0-b7b2-4fa9-827b-6379ab0a4d35,processed,processed,processed,other,other,other,True
99bec3ef-7aee-468e-8ade-f5a0bf873488,processed,processed,processed,other,auctions,auctions,False
01e16ce9-f372-4b0b-9be2-420f94feab38,processed,processed,processed,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,True
48934125-1137-429f-a33f-685a5cee1f00,processed,processed,processed,probate,probate,probate,True
ef17998b-dbc5-4bf3-8613-10b92c7e546c,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
196cf6d4-967a-42c3-b65d-31f545fcfd95,processed,processed,processed,probate,probate,probate,True
0cc4e23c-f9f1-4a91-ad57-47a72a77bcd3,processed,processed,processed,probate,probate,probate,True
4c7f2a1e-978d-4f8a-baab-78553e64b073,processed,processed,processed,other,other,other,True
5bb92ce7-cfa1-4352-b6e4-464a9b775163,processed,processed,processed,probate,probate,probate,True
10ee0e87-8e93-4a43-9666-e86d93721e23,processed,processed,processed,other,other,other,True
18caeeb4-1493-4bd6-950f-e6168d407df2,processed,processed,processed,probate,probate,probate,True
9723e5a2-9a2a-4056-9cd3-dbc383090e9c,processed,processed,processed,other,other,other,True
f8f4feae-5548-47f4-8fc2-cebfe3a666fd,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
dc0a732e-8287-4bd4-8b68-fa88bd3fa950,processed,processed,processed,other,other,other,True
ca9025f8-3051-4eb8-be22-18a35c24f16f,processed,processed,processed,other,other,other,True
427ba5a7-8520-404b-a7b4-7a9144e94d99,processed,processed,processed,probate,probate,probate,True
e4cf229b-ac23-4daf-b53e-8dc7b83d979e,processed,processed,processed,probate,probate,probate,True
334f7917-1284-4313-90d0-db8e7a8a18df,processed,processed,processed,other,other,other,True
a464d7a0-a5c4-49a6-aec9-dced1efeae05,processed,processed,processed,other,other,other,True
36823468-26b3-488c-b55b-cc2023fb8539,processed,processed,processed,storage_foreclosure,storage_foreclosure,storage_foreclosure,True
7f48975c-0080-482e-b237-ce9e913c6779,processed,processed,processed,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,True
944c6c03-d6fb-4835-ab00-4725f53c8b3f,processed,processed,processed,probate,probate,probate,True
21957b91-02a4-4fd2-9a70-1a83e8d713a0,processed,processed,processed,other,other,other,True
54b0666c-a286-4f23-a6ca-3dda209e92e8,processed,processed,processed,other,other,other,True
2b9f459a-4da7-4446-91a2-e50e97863965,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
cc6ff45f-ffeb-4dbc-859d-dc65ac39da87,processed,processed,processed,other,other,other,True
f6ed8892-e821-4c22-9b6a-13bf063edc2b,processed,processed,processed,probate,probate,probate,True
4a16046a-9b43-4a84-b316-25cefbe038ef,processed,processed,processed,other,other,other,True
d17cbadd-e3da-44fd-b0dc-b7fe2224a838,processed,processed,processed,probate,probate,probate,True
98fb1a43-a3e5-4c69-a3fd-9ebbf91bf0ef,processed,processed,processed,probate,probate,probate,True
c35eb5d2-d64b-41bf-983f-101456a7bb1a,processed,processed,processed,probate,probate,probate,True
ebede440-7186-4e75-83a3-23876606ba56,processed,processed,processed,other,other,other,True
52916e27-f766-4f71-bb04-5bc42260775b,processed,processed,processed,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,True
1f51ddbf-aa01-4481-9af6-80ebd51093bb,processed,processed,processed,auctions,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,False
80fc8c3e-a353-4f2c-8481-564e424988cc,processed,processed,processed,other,other,other,True
dcd0642f-d383-47e0-918e-69025ed9a309,processed,processed,processed,other,other,other,True
d7a3f1ff-5811-45b2-ad90-ece18726a577,processed,processed,processed,probate,probate,probate,True
42f1e5e9-76a9-4126-a367-c980517ae89a,processed,processed,processed,other,other,other,True
d2d835eb-ffa3-4d0b-ad01-6dbf4483e019,processed,processed,processed,other,other,other,True
186e1c69-b3ea-4a03-a32c-4f5e9c83297c,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
133bd40d-7b5e-4780-a679-9573ceb6603b,processed,processed,processed,probate,probate,probate,True
d978c3bc-9660-4ca3-b6ec-92105a2d382c,processed,processed,processed,other,other,other,True
36e79e9f-1475-4aa0-82bd-a33e0ef6fda3,processed,processed,processed,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,True
6ba3c7b2-8d6a-4971-97d8-0dca21ff0ddf,processed,processed,processed,other,other,other,True
1f4d8991-4382-4402-a66b-c82c8e0944b1,processed,processed,processed,probate,probate,probate,True
a25a86d6-fd50-46c7-b1cd-fa48b93b2091,processed,processed,processed,other,other,other,True
a6b34726-6c3d-4dd6-b3f9-52fb45a650c4,processed,processed,processed,probate,probate,probate,True
07a76bcb-a722-487e-9b76-ba97232593fc,processed,processed,processed,other,other,other,True
55ab08bd-787e-4715-8497-385b9031bd5a,processed,processed,processed,probate,probate,probate,True
8a02032a-a88d-4880-b8cf-d13e044017cb,processed,processed,processed,other,other,other,True
86093555-bd13-4fdd-8231-24fa3fb5cb42,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
ad4540bc-6410-44e5-80bd-63b887dd7e1c,processed,processed,processed,other,other,other,True
8e2fe430-ca67-4b6b-aee0-93ba30ee2d81,processed,processed,processed,probate,probate,probate,True
06015b9f-bd19-461b-a408-8c1b970bbf1b,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
3f3aa8fa-b5b6-43d9-853f-13151c3f4ab5,processed,processed,processed,other,other,other,True
0bf8c1f5-eee6-4a15-bc89-af82868f6976,processed,processed,processed,other,other,other,True
41f73d1e-3361-4a8a-8596-0fb9b5aceb5c,processed,processed,processed,other,other,other,True
fa924a05-2ea5-4f6d-9c37-fd86c4ae73a2,processed,processed,processed,other,other,other,True
16f7548b-4f42-4b4b-979f-a118d65331d9,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
fe36b50e-9fed-47fa-8c35-6de05bdb189b,processed,processed,processed,other,other,other,True
d27d8bb3-d411-4786-bddd-b263908bd319,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
25c805eb-efbf-49b9-931d-b30ba226c59a,processed,processed,processed,divorce,divorce,divorce,True
171317bc-9176-4074-9b4b-968000891183,processed,processed,processed,other,other,other,True
826b186a-8c49-4f35-a900-5aa686a54012,processed,processed,processed,other,other,other,True
1ffc8ebc-e57c-4f9a-8452-f2f2cfd1ca11,processed,processed,processed,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,True
e5ce6bd8-c490-4325-a2cd-ca9e1d45f34a,processed,processed,processed,other,other,other,True
72d68784-e353-47f5-b109-a8ba303e6943,processed,processed,processed,other,other,other,True
daca47ac-e1d1-4bb1-9bff-e2e7384ff3c7,processed,processed,processed,probate,probate,probate,True
bd69bb8f-c60c-4c1d-9a94-a1940b8496d0,processed,processed,processed,adoptions,adoptions,adoptions,True
b3ee7504-395c-40aa-bdce-38fdf183aea9,processed,processed,processed,car_or_vehicle_foreclosure,auctions,car_or_vehicle_foreclosure,False
75d3bbef-4e15-45a8-9ba3-357408647e77,processed,processed,processed,probate,probate,probate,True
26ae0457-e054-4cb1-a119-983303cbc88f,processed,processed,processed,other,other,other,True
fa492478-b3bc-4690-9af3-96d98bcd56c7,processed,processed,processed,other,other,other,True
048e2024-ee97-47c2-94f8-828856f2431c,processed,processed,processed,probate,probate,probate,True
0b28de2b-b842-47c7-bd88-9c33dbc068a5,processed,processed,processed,other,other,other,True
0a96719d-d54c-4c38-b13e-8d6389cc5b35,processed,processed,processed,probate,probate,probate,True
bf6b241e-6965-47ba-bbb2-e3930607ed0e,processed,processed,processed,probate,probate,probate,True
e6c32566-49b2-46a3-823c-6a6bb9acb0e9,processed,processed,processed,probate,probate,probate,True
fed05151-afc4-4408-ba43-c6b399c849c7,processed,processed,processed,other,lis_pendens_or_notice_of_default,lis_pendens_or_notice_of_default,False
21d7ffc0-440e-4dcd-8d2a-86b95e4a1fa6,processed,processed,processed,other,other,other,True
316e2228-90c2-476f-bd79-03c8f6271ef2,processed,processed,processed,other,other,other,True
78ad0e44-3bd8-412d-8d49-d5822d66b51f,processed,processed,processed,other,other,other,True
a41196f9-7746-4737-84c6-eb6521a56603,processed,processed,processed,other,other,other,True
ef9253f0-620c-4674-b148-4d9a3590b51d,processed,processed,processed,other,other,other,True
3d68e95f-bc9b-4f3e-b188-e49567977b46,processed,processed,processed,other,other,other,True
891656a4-e504-4747-8927-5dae54641f0f,processed,processed,processed,probate,probate,probate,True
bf136ecb-6abb-4f28-b055-36352540442b,processed,processed,processed,other,other,other,True
c4d84632-c7b5-4b19-a9b1-eed978ee2bd4,manual_check,manual_check,manual_check,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
3f467493-1754-487c-b967-8aab21a5a657,processed,processed,processed,other,other,other,True
24bbe981-ac0e-4d56-a735-3744f9d5eedd,processed,processed,processed,storage_foreclosure,storage_foreclosure,storage_foreclosure,True
24292324-89e7-42df-bbe2-1a8fc5188420,processed,processed,processed,probate,probate,probate,True
f1b119fe-86ad-4b83-b711-8c8831d1c70f,processed,processed,processed,other,other,other,True
19d407f8-bf63-4499-a7a9-9f41b5ef2629,processed,processed,processed,divorce,divorce,divorce,True
a6ffe36f-4356-44aa-8467-92d8283662be,processed,processed,processed,other,other,other,True
f896e97f-900a-4990-a42e-b36ac2dc7539,processed,processed,processed,other,other,other,True
cff274de-7850-42d5-bbbf-7dd51dad9c27,processed,processed,processed,probate,probate,probate,True
a51c63bd-8689-4e7d-9134-946c4bc51737,processed,processed,processed,other,other,other,True
45cbe52d-fdce-4670-b9ab-1c7daf9c2160,processed,processed,processed,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,True
9fe3dfd3-2df9-4b98-8458-14ebfc1a1ef2,processed,processed,processed,other,other,other,True
8c9591fd-8c99-4e74-bd0b-0107f7607f46,processed,processed,processed,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,True
c25b99c8-d8ee-4d9a-99a3-422aa57a92b1,processed,processed,processed,storage_foreclosure,storage_foreclosure,storage_foreclosure,True
89030fdd-e268-49d1-9f30-246a91e32205,processed,processed,processed,probate,probate,probate,True
e2a764d6-0d03-4c71-baaa-f3bdf7e47ea1,processed,processed,processed,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,True
53284c18-767a-4785-85bf-78531030aa22,processed,processed,processed,other,other,other,True
129fa228-e689-4715-8909-dd33f05f8cea,processed,processed,processed,other,other,other,True
0fb8bece-b560-467f-8f97-52d40a17e724,processed,processed,processed,other,auctions,other,False
751be84e-9c47-4381-ab7d-c092a55660a7,processed,processed,processed,other,other,other,True
e66a3a49-c69b-4e7b-9bd8-2730d2790ff3,processed,processed,processed,other,other,other,True
8ae16e9b-3715-4a6e-a450-04a8bf59a07e,processed,processed,processed,probate,probate,probate,True
f9377cd8-f12a-4210-b635-94126acc818c,processed,processed,processed,probate,probate,probate,True
be35c27b-a8ad-4c00-aedb-4648e744e31f,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
21779729-e62f-4b7f-9f69-06b49b4d66f6,processed,processed,processed,other,other,other,True
2c5d9370-6a13-40ef-aa64-8bd961c938a8,processed,processed,processed,other,other,other,True
fb401f0f-454d-4d01-ba2d-68b813f79ec1,processed,processed,processed,other,other,other,True
a3e109c0-45a7-4c64-a0bc-6537d54ea3d9,processed,processed,processed,other,other,other,True
4ffca970-040c-44a0-abe9-ff53f5b593ab,processed,processed,processed,other,other,other,True
bb7f9dc3-e102-4629-a2fb-9ce7c6976001,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
7617cf67-cb16-4ffe-91c8-b25bd94faa65,processed,processed,processed,probate,probate,probate,True
a37583fd-87f9-4dcb-9063-d0048d6c185b,processed,processed,processed,probate,probate,probate,True
a6160d3d-52c2-4a17-9a73-a1e2be021bfc,processed,processed,processed,other,other,other,True
0b5862f4-5ac9-425d-a392-fde4962fbdb8,processed,processed,processed,other,other,auctions,False
4bcc1337-3a08-411b-b6c1-1a964ac5dbe5,processed,processed,processed,other,other,auctions,False
be4819bf-e00e-49fe-ab3d-5324e7de5d0c,processed,processed,processed,car_or_vehicle_foreclosure,auctions,auctions,False
0e1650dc-ec7b-46b5-a6a8-9d6cd92e8d6f,processed,processed,processed,car_or_vehicle_foreclosure,auctions,auctions,False
c1511afc-7f48-4014-9694-5cbe55acfe8a,processed,processed,processed,car_or_vehicle_foreclosure,auctions,auctions,False
dbcd9dee-b48f-4a2c-ac80-2f412fe628d7,processed,processed,processed,tax_sale,tax_sale,tax_sale,True
6baa1910-a823-4119-875d-243885e28aa4,processed,processed,processed,other,auctions,auctions,False
395ab42b-5570-40ad-85d8-c05db006d8e4,processed,processed,processed,other,other,other,True
af2e70c2-66d9-49ca-8c89-d5c45aecb457,processed,processed,processed,storage_foreclosure,storage_foreclosure,storage_foreclosure,True
10482017-3529-421d-880d-7a2a7fe6a5a7,processed,processed,processed,other,other,other,True
a73dad5f-2fc1-4c68-8040-90047f688890,processed,processed,processed,other,other,other,True
964a75b8-32fc-4efa-bb67-81b9e90f3d9e,processed,processed,processed,other,other,other,True
0ca8a964-ec0c-422d-b41b-7988d9014bf5,processed,processed,processed,probate,probate,probate,True
7e666775-d9e9-4004-8a87-752bb8a7d32f,processed,processed,processed,other,other,other,True
7184f7a7-8f7b-4909-8506-fd64edddb302,processed,processed,processed,probate,probate,probate,True
79b54adf-8f5a-411e-9d5f-1154c2317f49,processed,processed,processed,other,other,auctions,False
72fa8aa1-44e3-41a8-82c5-af4f9ac6031e,processed,processed,processed,other,other,other,True
c9491ad4-e7d4-4e01-ba56-fb0f00b5032a,processed,processed,processed,other,other,other,True
09c18ed5-5272-4d10-baee-6e98c4fa8661,processed,processed,processed,other,other,other,True
c760d33c-b531-4400-94a1-5601e9c0d690,processed,processed,processed,probate,probate,probate,True
40bb4031-005f-4388-b1cb-f3c6f29a8af4,processed,processed,processed,other,other,other,True
06c9617e-4694-482a-9327-01c7646f42af,processed,processed,processed,other,other,other,True
688845fd-c119-4589-855a-f5bd5f8d5b1f,processed,processed,processed,other,other,other,True
739bf1cb-5c25-4547-9cd4-aa3facb3503f,processed,processed,processed,other,other,auctions,False
0a701411-84ef-41e5-95b1-b6a09ed97448,processed,processed,processed,probate,probate,probate,True
3b48c29e-c85f-4ad2-b135-6794d5e31427,processed,processed,processed,adoptions,other,adoptions,False
88a1ae48-974d-4c00-8f73-8b6a592b7d20,processed,processed,processed,other,other,other,True
19f049f2-a646-49c6-ba4f-9c9328ff1310,processed,processed,processed,other,other,other,True
0b9b9cd6-431a-4da9-a2bf-2c85151976ca,processed,processed,processed,other,other,other,True
dbc59519-d1b1-475e-a219-f759a839b64d,processed,processed,processed,other,other,other,True
348d2e6c-f282-468c-be56-84f03def473f,processed,processed,processed,probate,probate,probate,True
3516c134-5f83-4e6a-a4c9-635ce21efbcd,processed,processed,processed,other,other,other,True
ed58ecde-89f6-4a0d-b363-e1df09a9a94b,processed,processed,processed,storage_foreclosure,storage_foreclosure,storage_foreclosure,True
1881d9e9-1815-4a17-be2f-2c962684432c,processed,processed,processed,storage_foreclosure,storage_foreclosure,storage_foreclosure,True
832383ca-0f7c-4d92-8d33-cde72583cb9c,processed,processed,processed,other,other,other,True
254d5867-f470-42c3-9291-87a03e3253a6,processed,processed,processed,probate,probate,probate,True
15c7191e-5d29-4d69-a70a-47d3914cc098,processed,processed,processed,other,other,auctions,False
74560c70-ce6a-4168-9c82-3e13e753a041,processed,processed,processed,other,lis_pendens_or_notice_of_default,other,False
dadf585f-dadf-496e-950e-3b5f2f78187c,processed,processed,processed,storage_foreclosure,storage_foreclosure,storage_foreclosure,True
b04d399f-ab32-459f-94a3-90bbf0a12ab8,processed,processed,processed,other,other,other,True
8becfa97-536a-4c71-b031-28622f4c1be0,processed,processed,processed,other,other,other,True
5a758858-c17b-4061-9a7c-06914fd10b95,processed,processed,processed,other,other,other,True
8506708a-3d2d-4f78-8f2a-945b5f96105e,processed,processed,processed,other,auctions,auctions,False
5a2ce923-f98c-46c4-ba6d-1f5790244d4d,processed,processed,processed,other,other,other,True
5858c01b-e0a6-4983-87ad-0a6df1729365,processed,processed,processed,other,other,other,True
7f177383-cdb8-4fb2-87ed-bc7fb46075ac,processed,processed,processed,probate,probate,probate,True
84fc7246-2a00-40ce-8557-d30e93e7e525,processed,processed,processed,storage_foreclosure,storage_foreclosure,storage_foreclosure,True
d5ec0586-b15b-4a23-9e9e-ea3785767025,processed,processed,processed,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,True
0b9d5cc2-195d-4457-8f44-945acdef17b3,processed,processed,processed,other,other,auctions,False
99050dc8-27df-43d2-9f85-24b1a63254d0,processed,processed,processed,other,other,other,True
12b36c19-67b8-4687-aaf5-b1389c91dae7,processed,processed,processed,other,other,other,True
bd099bca-0cc4-48da-b190-8999be19a675,processed,processed,processed,other,other,other,True
bebbbabb-e455-43e4-9942-84bb23817dfd,processed,processed,processed,other,other,other,True
0f673bb7-25e6-4e31-8ee4-fc8f45de83dc,processed,processed,processed,other,other,other,True
77d25db3-2869-4311-a993-65083b47fec2,processed,processed,processed,other,other,other,True
b241e468-972a-4d1d-b298-a930aa156d89,processed,processed,processed,other,other,other,True
d61aa4eb-6da5-42ab-8abd-1b1f625ee486,processed,processed,processed,other,other,other,True
7f766338-b6ca-45d8-a6f4-1270c8133993,processed,processed,processed,other,other,other,True
b5652fab-d00e-4c55-9885-3cc155aade42,processed,processed,processed,other,other,other,True
d31f982b-2e4e-4ce8-988a-83f6a6312bee,processed,processed,processed,other,other,other,True
16ffceca-cef3-48ed-9a8e-237190e6c4d0,processed,processed,processed,other,other,other,True
23f376c5-7ca2-4c90-8145-2123f7ef7dbe,processed,processed,processed,other,other,other,True
c2eec59d-1d0c-4d64-bdde-402e8229a583,processed,processed,processed,other,other,other,True
11c12a1b-8751-4b9a-a009-d3ae859461e8,processed,processed,processed,storage_foreclosure,storage_foreclosure,storage_foreclosure,True
50c58a3f-1558-4912-b7e1-f4c7e0776976,processed,processed,processed,other,other,other,True
64723683-f7a2-40d7-b274-e7d3bb2af296,processed,processed,processed,other,other,other,True
7305f234-4356-4a77-86fa-6dd58047fdcb,processed,processed,processed,other,other,other,True
4930e560-dde2-46c4-8f1a-90f4a121c8ba,processed,processed,processed,other,other,other,True
fde7f214-cd86-4f1b-ab29-0d2b8ba878df,processed,processed,processed,storage_foreclosure,storage_foreclosure,storage_foreclosure,True
184d4918-2072-40a5-bf08-4c19ea7020c3,processed,processed,processed,other,other,other,True
dbd8daa0-4263-4cc0-a1b2-6519d05e5f7c,processed,processed,processed,other,other,other,True
d1b4db7c-5848-4efb-8278-ffcf09d8ce35,processed,processed,processed,other,other,other,True
5c0317c5-e65b-4cb6-befe-0c464015b03f,processed,processed,processed,other,other,other,True
43dc6a3b-8c0f-4662-9898-511c91402d9b,processed,processed,processed,other,divorce,lis_pendens_or_notice_of_default,False
67446756-1e32-475f-849e-ca736a5863eb,processed,processed,processed,probate,probate,probate,True
c2213cf1-3ff6-4ca4-8770-5567966eb098,processed,processed,processed,other,other,other,True
131461ab-0d55-4f34-ad0f-6c893eb54d2a,processed,processed,processed,other,lis_pendens_or_notice_of_default,lis_pendens_or_notice_of_default,False
30797560-a6ca-46a9-97ca-5e5612d164e4,processed,processed,processed,other,other,other,True
5e0cff4e-f57a-425f-a7b2-a8de182da90c,processed,processed,processed,probate,probate,probate,True
47707379-8313-4509-a6cb-5604ed971a79,processed,processed,processed,other,adoptions,adoptions,False
560795a3-7109-4748-bb5a-bd1e4b29a9d5,processed,processed,processed,storage_foreclosure,storage_foreclosure,storage_foreclosure,True
c39e975f-0044-4b22-94b1-e04daa2dcf35,processed,processed,processed,other,other,other,True
23e61db2-1159-46b2-b711-3c919ad0539b,processed,processed,processed,other,other,other,True
1ec45c8e-6f4d-4886-b365-46dbdbb55990,processed,processed,processed,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,True
9269a09d-d0c5-48ce-b9db-082a94703f3d,processed,processed,processed,probate,probate,probate,True
38753143-9076-4cf1-9e57-8d21208d546b,processed,processed,processed,storage_foreclosure,storage_foreclosure,storage_foreclosure,True
de25d4c9-a2a9-4d3d-acd2-8d8833a0f9cf,processed,processed,processed,other,other,other,True
f8c6c653-425b-43da-9b50-9f76052e56db,processed,processed,processed,storage_foreclosure,storage_foreclosure,storage_foreclosure,True
87e10aed-476c-44d3-af67-c5112c1194ad,processed,processed,processed,other,other,other,True
e0ec59e8-2c85-4d95-b5f0-836ac828b44a,processed,processed,processed,other,other,other,True
a1d4dc01-51e2-441b-b23e-39473ab9c31c,processed,processed,processed,storage_foreclosure,storage_foreclosure,storage_foreclosure,True
f1600aea-4e50-4893-a0a7-ef54b947a29c,processed,processed,processed,probate,probate,probate,True
be9d0ddf-a2e6-4683-bb3a-36a987f132d2,processed,processed,processed,other,other,other,True
3749f310-6241-4c55-86b7-a6fd622f3685,processed,processed,processed,probate,probate,probate,True
7459f719-bb22-4592-8ed7-098e47e45442,processed,processed,processed,real_estate_foreclosure,lis_pendens_or_notice_of_default,lis_pendens_or_notice_of_default,False
374c1d14-47bd-441b-ae0a-0a59d6486fe1,processed,processed,processed,probate,probate,probate,True
bba45f38-c555-4ed2-a90a-1782e4456f3c,processed,processed,processed,storage_foreclosure,storage_foreclosure,storage_foreclosure,True
6f365169-f9b3-4fed-884c-cf7e82bfeb27,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
a27d04ef-f619-408a-92b8-c67260b46e6e,processed,processed,processed,storage_foreclosure,storage_foreclosure,storage_foreclosure,True
b464f562-0c43-4061-93ce-9759a26f1b33,processed,processed,processed,real_estate_foreclosure,lis_pendens_or_notice_of_default,lis_pendens_or_notice_of_default,False
4cc8d825-bfe2-4eb0-b6ea-832a7c645eda,processed,processed,processed,storage_foreclosure,storage_foreclosure,storage_foreclosure,True
961ab296-0c9b-4edf-8d97-6c8de1ab6710,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
4fa59543-a531-4e37-a991-2c0fca20d30f,processed,processed,processed,storage_foreclosure,storage_foreclosure,storage_foreclosure,True
4def6505-726d-41dc-acf2-7f6994a72ab7,processed,processed,processed,other,other,other,True
d1ffbe81-a75f-4d29-a5f4-eec4c1b801be,processed,processed,processed,probate,probate,probate,True
83f35f98-6b75-4013-aadb-1e84e7716810,processed,processed,processed,other,other,other,True
1ccfeb82-5b68-44cb-bf12-26da65c83047,processed,processed,processed,other,other,other,True
545584d8-7fbb-4bbb-9fea-981be18b20ad,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
e405069c-e8e5-4820-bcbc-241842432482,processed,processed,processed,other,other,other,True
a780a476-65fc-46b0-bc6b-d8fa9b99741d,processed,processed,processed,other,other,other,True
e49cecb0-9cb6-4a63-876e-21e3674237bf,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
835012da-12bf-4000-a6bf-97fcfa6c976e,processed,processed,processed,storage_foreclosure,storage_foreclosure,storage_foreclosure,True
a6f83a6b-fae8-4099-bc2e-b5fe2b2845e5,processed,processed,processed,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,car_or_vehicle_foreclosure,True
1ddbaeb3-8957-4c8f-bc11-6a786f9fa86b,manual_check,manual_check,manual_check,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
598a0877-95dd-46be-b1b7-e383a92b5c05,processed,processed,processed,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
f569ac7c-b342-4ee8-a6ae-6dc370b683b6,processed,processed,processed,other,other,other,True
32f2978a-5171-4510-8ef0-3984b3f845b9,processed,processed,processed,auctions,auctions,auctions,True
d2ddd1ba-6932-4e67-be61-e28dee951781,processed,processed,processed,other,other,other,True
0b5cc866-b324-4673-9a33-986adec15a3e,manual_check,manual_check,manual_check,real_estate_foreclosure,real_estate_foreclosure,real_estate_foreclosure,True
2a92e736-4ef8-4d5d-80b4-6a554afaae0c,processed,processed,processed,probate,probate,probate,True
1a085b5a-19d9-4938-bd81-d2dd70e71fcf,processed,processed,processed,storage_foreclosure,storage_foreclosure,storage_foreclosure,True
